Growth..1991...2001.,Number.of.households,Sex.ratio..females.per.1000.males.,Sex.ratio..0.6.years.,Data.without.level,Below.Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate.and.Above,Main.workers,Marginal.workers,Drinking.water.facilities,Safe.Drinking.water,Electricity..Power.Supply.,Electricity..domestic.,Electricity..Agriculture.,Medical.facility,Primary.Health.Centre,Primary.Health.Sub.Centre,Post..telegraph.and.telephone.facility,Bus.services,Paved.approach.road,Persons,Primary.school,Middle.schools,Secondary.Sr.Secondary.schools,College,Persons..literate,Literacy Rate,Institutions,Persons Per EduInst,Medical Institutions,Persons Per MedInst
19.29,426001,937,881,17227,451513,447754,176531,217579,57987,781166,163393,790,790,789,126,104,526,46,269,618,758,690,2469630,786,0,122,2,1368920,0.554301657,908,2719.856828,841,2936.539834
13.03,360808,910,848,8141,323092,328052,163168,299294,71226,617669,167042,350,350,350,13,9,301,54,181,330,346,345,1856872,350,0,211,2,1193404,0.642695889,561,3309.932264,536,3464.313433
13.24,395493,923,875,11755,351172,343682,180020,299712,56489,694400,213780,612,612,612,34,34,432,57,285,498,559,548,2024216,612,0,306,6,1243363,0.614244231,918,2205.028322,774,2615.26615
20.36,360862,938,934,12135,302434,276113,156973,239821,37261,616885,359841,1201,1200,1201,206,104,781,58,318,591,1003,963,2025277,1182,0,378,8,1025835,0.506515899,1560,1298.254487,1157,1750.455488
28.35,244009,985,966,9252,194817,145165,87404,130333,20770,496410,318180,693,693,692,79,18,580,40,308,315,572,572,1636433,690,0,182,3,588074,0.359363323,872,1876.643349,928,1763.397629
19.8,739276,919,885,20092,544745,532329,314118,596035,219863,1202620,316225,1548,1548,1532,280,192,1254,72,447,827,1114,1134,3641802,1488,0,242,7,2228008,0.611787242,1730,2105.087861,1773,2054.033841
14.4,104038,949,945,2940,88671,72778,39196,47023,8831,176372,82744,552,544,530,30,4,324,20,128,267,318,398,514404,515,0,58,0,259472,0.504412874,573,897.7382199,472,1089.838983
19.32,282677,921,917,7217,245062,242665,125810,203903,49957,469551,101142,657,654,656,3,2,403,31,211,539,582,600,1370656,644,0,136,5,875519,0.638759105,780,1757.251282,645,2125.048062
47.04,1027843,835,871,21145,749869,897529,499495,847536,189593,1981266,201243,1167,1167,1165,142,86,1040,71,484,873,1040,1036,4995174,1134,0,239,9,3206404,0.641900362,1373,3638.145666,1595,3131.770533
29.58,36498,987,974,1047,38529,25573,11049,11161,2217,68599,24394,311,311,311,251,34,258,9,48,78,211,185,186729,309,0,25,1,89586,0.479764793,334,559.0688623,315,592.7904762
13.22,257161,955,915,5025,199422,204846,130100,227515,51890,457002,88213,374,374,374,8,8,268,30,224,353,371,365,1229463,368,0,148,2,819146,0.666263239,516,2382.680233,522,2355.293103
29.66,289159,920,933,8035,206715,200325,133866,225426,58659,503333,146924,450,450,425,139,11,303,31,237,293,383,347,1410553,449,0,115,1,833257,0.590730728,564,2500.980496,571,2470.32049
51.16,92593,823,828,3801,50241,64345,41250,89592,48484,150353,28291,222,222,224,152,NA,86,2,37,136,136,205,468411,193,93,84,2,297795,0.635755779,370,1265.975676,125,3747.288
25.69,184319,868,781,5297,113292,177353,115883,192036,58843,275648,48873,482,482,479,26,NA,204,17,73,408,370,478,1014411,432,188,216,4,662789,0.653373238,836,1213.410287,294,3450.377551
21.84,183238,862,805,8954,126259,182389,113863,165121,42063,280728,55805,613,613,607,97,NA,248,16,119,437,246,596,1041630,483,161,157,0,638711,0.613184144,801,1300.411985,383,2719.660574
23.72,142950,866,771,5270,108187,143229,82975,122395,32775,250596,57796,402,402,406,135,NA,179,18,103,365,262,407,825454,385,139,109,0,494873,0.599516145,633,1304.034755,300,2751.513333
20.95,164258,853,790,6201,126436,143353,76312,100857,19385,268127,103884,270,270,270,38,37,160,19,118,228,228,270,946131,261,147,185,2,472563,0.49946889,593,1595.499157,297,3185.626263
23.13,224230,865,808,8113,166169,208280,123098,180013,46851,355466,99989,422,422,422,46,NA,186,23,122,314,305,414,1274183,385,188,170,1,732609,0.574963722,743,1714.916555,331,3849.495468
38.57,174388,829,808,6963,122396,147276,96105,151277,35403,289013,93788,179,179,179,89,NA,116,14,85,155,144,171,967449,168,110,104,2,559478,0.578302319,382,2532.589005,215,4499.762791
22.36,223342,839,788,9201,161024,193323,133517,247039,43912,383449,139582,323,323,323,50,50,248,22,157,291,286,320,1279175,316,232,255,2,788105,0.61610413,803,1592.995019,427,2995.725995
21.35,204942,852,818,9882,161970,181858,98902,145996,23995,372049,149897,306,306,306,123,NA,247,28,121,280,265,306,1189827,300,210,200,0,622654,0.523314734,710,1675.812676,396,3004.613636
24.76,142017,884,828,9522,110228,120062,59284,78653,14390,261623,101352,243,243,241,34,30,143,16,84,203,220,242,806158,237,152,128,1,392178,0.486477837,517,1559.299807,243,3317.522634
22.96,194809,882,817,10952,153153,172232,90443,120460,27303,363946,111625,321,321,318,59,38,197,28,132,250,300,310,1116649,312,157,123,4,574624,0.514596798,592,1886.231419,357,3127.868347
27.06,272738,851,831,11521,206809,228924,131189,214909,48813,516817,148755,272,272,272,81,NA,219,30,172,233,262,272,1537117,260,223,269,2,842302,0.547975203,752,2044.038564,421,3651.109264
22.45,246742,879,840,13158,190479,227844,135464,207427,35372,425210,184110,437,437,437,82,NA,252,55,235,324,419,436,1425022,429,321,363,1,809896,0.568339296,1113,1280.343217,542,2629.191882
20.99,167593,847,798,8102,112757,141601,100047,182301,47537,288225,82848,146,146,146,24,NA,118,17,82,135,134,145,940128,130,117,140,2,592485,0.630217375,387,2429.271318,217,4332.387097
24.09,158075,847,800,5383,104085,139426,100081,167785,24836,276208,112507,247,247,246,137,NA,150,26,104,181,200,247,880072,238,164,150,3,541635,0.615443964,552,1594.333333,280,3143.114286
19.09,135218,918,817,5119,106547,138412,91716,117411,19064,204704,147160,368,368,368,228,NA,190,17,100,233,288,367,812521,350,164,121,1,478296,0.588656785,635,1279.56063,307,2646.648208
25.24,135560,899,811,5104,94485,126813,93964,141258,26537,204855,128767,397,397,397,62,52,175,10,104,266,316,396,765351,379,165,151,3,488190,0.637864196,695,1101.22446,289,2648.273356
44.64,273881,873,857,18447,195476,202181,129579,212394,76434,464644,165014,694,694,693,606,NA,203,24,144,307,443,677,1660289,642,228,186,2,834693,0.502739583,1056,1572.243371,371,4475.172507
48.47,391426,839,849,18992,277239,287742,204851,354094,126692,609663,176099,413,413,413,131,NA,188,27,140,181,254,395,2194586,376,185,161,1,1269801,0.57860617,722,3039.592798,355,6181.932394
17.09,87029,959,954,4354,72121,75341,34228,51105,8997,128452,102000,1118,1108,1111,962,0,300,28,199,483,402,333,460887,852,290,172,2,246169,0.534120077,1314,350.7511416,527,874.5483871
14.01,272487,1025,835,11092,163622,259382,174315,287036,44916,336649,252345,3619,3617,3602,1455,75,786,48,430,2346,2127,1767,1339030,1869,725,466,9,940505,0.702377841,3060,437.5915033,1264,1059.359177
6.17,7999,802,961,1333,5282,5439,3288,5098,1164,19209,1879,287,266,250,241,0,65,9,34,77,167,87,33224,189,57,42,1,21609,0.650403323,288,115.3611111,108,307.6296296
25.6,76902,927,959,3747,65666,68910,35947,53725,11636,166715,49798,172,172,172,123,2,140,13,98,163,111,82,381571,171,122,96,0,239649,0.628058736,389,980.9023136,251,1520.203187
16.05,182378,1013,918,7906,119193,165195,95535,173205,26714,269076,185216,2833,2833,2827,1225,49,533,45,309,1803,1207,748,901344,1621,498,315,3,587884,0.652230447,2434,370.3138866,887,1016.171364
11.62,86771,1099,850,2529,44767,79284,59251,96848,15783,119870,85535,1635,1634,1619,370,7,289,16,153,1422,891,733,412700,555,224,163,3,298498,0.723280834,942,438.1104034,458,901.0917031
18.43,88181,997,837,3377,55738,88129,57583,93782,13646,119050,82608,758,756,756,389,26,284,12,131,675,489,450,448273,415,193,145,4,312278,0.696624602,753,595.3160691,427,1049.819672
15.35,65750,990,881,3082,38795,67592,42373,68148,11726,110652,56056,965,963,962,370,16,230,19,135,674,574,513,340885,544,168,102,1,231733,0.679798172,814,418.7776413,384,887.7213542
30.64,99317,852,900,4363,62747,88573,58832,94957,22900,172274,91171,2386,2332,2383,1535,169,310,20,178,1783,1210,783,500557,798,227,129,1,332410,0.664080215,1154,433.7582322,508,985.3484252
20.72,81441,901,934,5362,78462,82376,41188,54470,12755,175913,49959,966,952,964,576,27,254,23,140,652,523,317,458593,694,227,121,1,274643,0.598881797,1042,440.1084453,417,1099.743405
16.9,154693,896,929,11640,97060,114805,78995,153284,48464,305709,64514,2519,2493,2508,1921,69,396,53,256,1806,938,477,722502,1363,453,288,3,504330,0.69803267,2104,343.3944867,705,1024.825532
17.79,18641,857,979,775,13424,14945,9158,11537,2069,40313,7498,196,188,232,160,6,77,17,32,150,90,78,78334,158,76,60,1,51913,0.662713509,294,266.4421769,126,621.6984127
29.05,174264,934,962,13092,100712,92857,48324,51170,10916,231057,171864,858,849,190,139,58,116,18,54,126,99,180,1035464,566,155,42,2,317078,0.306218275,763,1357.095675,188,5507.787234
26.8,352829,935,967,33789,206209,216865,107506,150002,35898,444921,348737,2465,2461,410,313,122,349,45,98,324,305,581,2098359,1474,335,0,8,750293,0.35756179,1809,1159.955224,492,4264.957317
29.05,129348,959,975,11234,94507,81157,35306,39319,8712,188843,110265,1343,1343,131,103,7,30,8,12,75,51,172,791434,558,104,4,1,270256,0.341476358,666,1188.339339,50,15828.68
24.02,391606,950,965,19873,321029,282228,166762,214238,65684,532895,257154,1543,1541,413,319,16,147,37,79,261,124,436,2277475,962,225,88,14,1069890,0.46977025,1275,1786.254902,263,8659.60076
26.32,78835,1001,974,6584,70944,59545,25390,34863,10167,109394,65616,526,526,200,169,9,72,13,32,52,47,116,499403,269,46,19,3,207495,0.41548609,334,1495.218563,117,4268.401709
27.09,301872,982,977,25575,231361,196026,90613,98939,24811,340925,303719,2532,2529,481,388,41,229,29,99,220,125,474,1904430,1232,221,70,9,667385,0.350438189,1523,1250.446487,357,5334.537815
24.46,190037,914,972,11055,151615,132877,67813,80065,26206,283711,149003,2356,2355,289,248,9,94,18,49,149,146,304,1165390,768,156,49,7,469652,0.402999854,973,1197.728674,161,7238.447205
21.61,192649,926,977,16954,101438,101841,53607,72291,17374,238694,183247,1633,1576,257,221,40,141,24,67,147,104,341,1047939,892,179,53,6,363825,0.347181468,1124,932.3300712,232,4516.978448
25.89,173104,942,972,8481,92769,72112,42219,46385,13814,278407,109638,1307,1207,119,114,1,69,16,38,94,52,300,927770,599,113,13,3,275829,0.297303211,725,1279.682759,123,7542.845528
24.34,132987,957,964,8025,59171,48036,24863,24190,6634,209435,100140,1128,1077,70,63,0,94,13,47,82,94,198,701664,596,82,12,1,170931,0.243608052,690,1016.904348,154,4556.25974
17.31,331318,961,976,21877,230245,209924,105943,99816,22993,470354,308024,3737,3718,213,188,12,312,53,132,302,282,693,1759602,1732,320,68,NA,690834,0.392608101,2120,830.0009434,497,3540.44668
22.82,427939,874,951,27670,316204,325848,246471,329778,102522,492501,171557,1121,1121,503,426,10,154,19,59,178,77,482,2397102,708,183,61,14,1348584,0.562589327,952,2517.964286,232,10332.33621
22.11,317378,894,949,19929,198945,214614,159357,247536,82686,336131,173179,621,614,121,107,4,146,16,54,147,61,158,1777662,482,114,52,8,923150,0.519305695,648,2743.305556,216,8229.916667
25.72,505508,938,961,39249,339729,354556,249307,357487,160004,750962,325942,2052,2033,331,328,2,377,43,177,354,209,504,2785064,1343,362,1,11,1500541,0.538781515,1706,1632.511137,597,4665.098827
26.14,65915,976,944,3738,46441,42447,28107,27698,8227,100918,52455,352,351,45,42,7,69,11,50,71,7,99,364521,254,68,6,1,156710,0.429906645,328,1111.344512,130,2804.007692
16.6,253469,993,976,12717,152438,159144,109189,108270,26466,446953,211968,1393,1390,92,74,6,365,39,226,286,213,287,1346767,1015,290,129,13,568234,0.421924505,1434,939.1680614,630,2137.725397
16.35,405251,975,968,18091,206253,233474,156525,193556,49399,535154,382603,2777,2732,249,244,7,449,57,110,205,239,625,2082795,1914,485,25,NA,857301,0.41161084,2424,859.2388614,616,3381.160714
22.66,374772,930,941,19167,227792,263554,189301,333179,136165,455527,237137,1610,1605,455,445,15,118,8,59,137,160,266,1982988,906,194,22,3,1169213,0.589621823,1122,1767.368984,185,10718.85405
38.59,87052,906,1021,19625,43762,49065,53021,57176,9893,123713,88788,359,290,345,18,0,194,31,11,68,207,253,650393,346,149,67,1,232557,0.357563811,562,1157.282918,236,2755.902542
31.18,158901,903,963,31484,90604,97012,96009,106243,25681,270992,100529,639,601,617,147,1,231,29,13,172,346,460,1169780,595,266,98,0,447075,0.382187249,959,1219.791449,273,4284.908425
31.45,168232,851,948,37075,89649,101964,115438,220417,76539,330195,54474,168,157,168,10,0,74,14,1,52,142,151,1202447,149,73,29,0,641267,0.533301676,251,4790.625498,89,13510.64045
26.5,86489,930,1002,20047,47633,49071,43950,52789,12608,152980,73012,470,408,467,212,9,174,30,21,130,300,307,629309,419,179,59,0,226167,0.359389426,657,957.8523592,225,2796.928889
24.49,92738,945,1032,22280,54273,57661,53728,75934,17608,151135,61464,538,515,538,27,0,181,18,21,135,333,384,652607,473,179,64,0,281518,0.431374472,716,911.4622905,220,2966.395455
32.7,160395,922,986,41012,90591,97284,97638,110811,25804,261678,133310,605,552,594,65,0,277,34,8,163,421,520,1172434,562,254,83,0,463197,0.395072985,899,1304.153504,319,3675.341693
30.42,24147,823,954,4004,11984,15707,13957,18977,3572,38776,19349,112,97,96,92,0,104,9,31,49,85,80,117232,111,65,29,0,68278,0.58241777,205,571.8634146,144,814.1111111
31.39,17146,837,979,3142,13572,12883,14497,15065,1635,38330,17315,127,122,91,84,0,105,7,11,48,98,65,119307,126,74,37,0,60803,0.509634808,237,503.4050633,123,969.9756098
26.76,109500,903,964,13204,63657,62058,63344,62773,9365,194309,123971,649,622,574,17,1,395,22,4,176,186,177,691929,557,274,106,1,274425,0.396608612,937,738.4514408,421,1643.536817
26.95,122462,860,930,13555,70678,90460,77607,76342,14762,245387,121043,594,542,524,410,7,261,32,57,330,316,291,743509,535,226,96,0,343429,0.461902949,857,867.571762,350,2124.311429
28.08,59848,919,958,6610,32185,38931,40392,31434,6832,86507,114593,172,168,170,3,0,118,21,13,94,105,117,372613,168,115,62,0,156398,0.419733074,345,1080.037681,152,2451.401316
25.19,81116,878,904,7256,44306,60684,66255,47476,8237,118413,99799,377,339,360,41,0,189,20,16,206,234,230,483284,344,192,101,0,234228,0.484659124,637,758.6875981,225,2147.928889
28.39,304100,868,816,20757,151313,220259,261039,312206,104813,434430,93901,1040,1034,1033,300,0,328,30,62,431,752,821,1588772,787,327,126,0,1070574,0.673837404,1240,1281.267742,420,3782.790476
20.91,96393,901,840,6881,56273,78668,77174,74150,14199,161823,43599,556,538,531,246,25,214,27,26,279,362,452,550084,452,241,90,0,307370,0.558769206,783,702.5338442,267,2060.2397
