Growth..1991...2001.,Number.of.households,Sex.ratio..females.per.1000.males.,Sex.ratio..0.6.years.,Data.without.level,Below.Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate.and.Above,Main.workers,Marginal.workers,Drinking.water.facilities,Safe.Drinking.water,Electricity..Power.Supply.,Electricity..domestic.,Electricity..Agriculture.,Medical.facility,Primary.Health.Centre,Primary.Health.Sub.Centre,Post..telegraph.and.telephone.facility,Bus.services,Paved.approach.road,Persons,Primary.school,Middle.schools,Secondary.Sr.Secondary.schools,College,Persons..literate
47.47,538009,860,854,46842,378697,412224,362683,485991,212861,799884,138367,512,512,513,100,NA,456,30,114,302,85,457,3290586,476,207,61,13,1899735
35.7,204302,841,853,17445,142970,141557,130814,158673,84210,308884,54930,388,388,360,144,NA,358,14,47,190,75,289,1202030,326,97,68,6,675669
22.22,456218,879,867,65687,338698,339719,295810,289415,78539,786708,387097,1119,1118,1054,297,NA,599,34,66,472,214,925,2913122,989,264,157,20,1408082
22.08,465488,862,885,53528,343151,320601,286958,314134,101715,697481,218817,1176,1176,1093,335,NA,512,20,62,561,138,919,2992286,1027,357,141,5,1420604
18.32,208613,858,885,20925,168516,159226,137286,150874,38630,295388,96582,652,652,570,253,NA,129,13,29,281,23,493,1336031,513,158,69,10,675483
26.95,317370,840,872,32537,260307,236973,195806,230782,69029,538167,232751,721,720,628,350,NA,260,15,33,345,74,597,2074516,624,215,102,9,1025566
31.27,544463,846,865,93457,420294,422524,342632,428490,145320,814102,170203,898,898,714,283,NA,324,39,70,396,146,753,3620436,817,225,79,10,1852919
33.44,308918,852,886,25244,270443,265743,215628,229765,58570,455028,103913,790,788,675,263,NA,338,21,68,272,96,583,2052958,662,203,78,16,1065525
24.2,427839,849,891,44689,317447,309113,241463,247453,60202,659834,142584,1502,1501,1014,364,NA,575,25,53,536,188,949,2790410,1219,350,136,21,1220398
21.5,243022,857,892,18133,195669,208417,197763,184805,37230,365115,74083,819,818,588,240,NA,192,24,39,231,47,514,1596718,653,193,64,12,842119
25.36,471156,842,889,35042,302281,229555,181719,136571,39150,768945,153155,1768,1767,1040,462,NA,448,26,71,420,197,917,3069426,1348,260,66,8,924643
26.96,554761,871,905,61313,390960,318039,272576,242633,101026,862821,232260,1855,1854,1301,1002,NA,353,20,37,823,155,1281,3618589,1394,277,60,3,1387124
28.11,254070,877,939,29001,200415,176658,130982,94681,25895,360300,101039,1191,1188,806,497,NA,150,8,24,426,110,771,1645183,860,174,24,2,657860
28.28,400657,842,897,46254,301453,267891,195084,153057,40276,615499,114026,2115,2114,1115,680,NA,537,31,59,582,109,998,2547855,1422,305,63,9,1004296
32.28,509388,871,942,112257,373346,332730,224634,152601,48189,838041,170511,1685,1683,1173,756,NA,594,35,80,930,176,886,3207232,1384,349,80,10,1244189
26.58,596177,864,935,88028,435619,374428,264396,186665,54991,923925,201584,2312,2312,1271,909,NA,603,49,60,962,131,1167,3619661,1747,473,88,8,1404443
23.67,560319,844,914,43704,421372,403917,282722,214492,53650,904115,193546,1864,1864,865,617,NA,463,30,58,432,170,1036,3398306,1498,408,113,26,1420161
22.72,465061,898,922,39489,329946,331098,260419,200805,53066,685498,240837,1675,1675,1000,679,NA,413,32,114,610,106,767,2700324,1273,339,100,12,1215090
33.25,644269,888,915,61069,389674,407935,360060,538835,371574,900181,186219,822,822,697,383,NA,272,25,32,372,50,582,3647834,686,159,42,6,2129942
23.66,499185,951,941,50749,330304,335367,257191,227681,57701,660527,362979,1719,1719,1609,690,NA,505,47,51,706,106,825,2872335,1270,301,111,35,1259547
22.8,241422,848,897,29656,194876,194992,160631,159121,41417,380901,81952,869,869,618,286,NA,176,11,34,474,132,488,1570408,683,190,87,11,780747
19.58,212647,866,911,18073,170818,175550,165586,138322,30008,347072,110519,686,685,459,270,NA,234,17,27,303,61,315,1388923,572,159,82,11,698434
21.59,214222,858,894,15189,167879,191208,182517,163037,46519,298612,69997,685,685,524,289,186,104,11,6,281,52,489,1338871,597,304,50,3,766407
14.7,193269,856,894,10306,152325,164161,167635,145814,40118,285149,103111,764,764,406,312,NA,126,14,5,206,70,466,1179993,602,269,63,8,680440
21.55,259937,852,892,40379,191474,204604,204088,175786,35974,377230,135981,965,965,526,261,NA,431,18,53,330,69,547,1563336,825,240,114,11,852350
27.17,714380,855,868,126997,427139,523812,513054,722936,344813,1040278,207555,897,897,633,373,NA,419,30,87,383,56,685,4167999,783,270,85,13,2659833
27.17,230664,849,889,25732,166869,198625,168398,170971,51376,356090,166791,916,916,618,436,NA,317,22,52,475,139,514,1454452,822,259,77,10,782033
23.23,289863,871,885,35153,199330,237254,202763,203745,80467,466903,179104,750,750,518,354,NA,285,15,41,381,146,435,1744931,657,203,40,4,958769
29.98,166012,882,930,10069,124307,112900,73177,46384,17649,289137,133228,669,669,352,237,NA,164,13,19,247,201,300,977734,569,155,14,0,384491
17.85,175948,851,903,14176,127621,132703,109254,81039,25732,270959,137741,512,512,345,206,NA,264,17,65,245,120,353,1043724,464,189,24,1,490606
21.8,118970,866,901,9387,88463,85608,62340,44785,15048,204026,95746,403,403,172,148,14,131,8,24,134,54,197,708447,358,99,11,0,305662
18.49,249911,860,916,21620,196964,177757,128951,106364,39166,412443,206918,675,675,438,238,133,191,14,33,243,112,374,1537334,590,246,35,4,670986
34.33,121827,873,928,45903,136948,88144,54894,52070,15028,224429,99527,524,524,270,156,53,138,17,18,124,57,211,766225,430,135,38,8,392997
21.4,390592,893,926,45058,276056,283399,212399,195708,49519,594435,275177,1339,1339,932,451,NA,304,30,45,364,90,675,2308384,1077,298,132,27,1062431
23.36,438936,1004,935,49846,327551,337855,243357,258383,60953,578632,337154,2179,2179,1717,1060,NA,504,34,35,688,209,1377,2731174,1374,354,151,20,1278271
26.73,217248,895,945,21421,146645,120937,81498,95162,16038,325303,181430,734,734,527,351,NA,266,16,53,158,81,528,1293154,545,187,73,12,481756
26.72,740941,879,917,152585,536398,542568,404832,616060,254138,1106598,564751,2783,2783,2289,1066,NA,651,53,66,910,201,1956,4936105,1733,613,214,61,2506942
26.4,459077,887,941,58697,283111,276581,197416,166060,40792,724352,259399,1816,1815,1095,795,NA,442,28,52,736,73,991,2673581,1303,241,68,10,1023004
23.87,343000,939,944,28168,243946,258162,182226,186048,61532,527901,295816,1227,1226,1041,372,NA,277,15,34,573,30,772,2088928,917,250,95,12,960361
24.31,294711,978,942,34697,252500,263863,182351,166943,54150,442210,235770,1666,1662,1334,700,NA,361,16,39,603,30,734,2026876,996,251,93,17,954537
